contract_name,hash,year_month,Match_Date,Matched_Attack_Type,Matched_Loss_Amount,predicted_label
QuantumWN_exp,0xa4659632a983b3bfd1b6248fd52d8f247a9fcdc1915f7d38f01008cff285d0bf,23-Sep,20230905,Rebasing Logic Issue,,1
NomadBridge_exp,0xa5fe9d044e4f3e5aa5bc4c0709333cd2190cba0f4e7f16bcf73f49f83e4a5460,22-Aug,20220803,Business Logic Flaw & Incorrect Acceptable Merkle Root Checks,,1
NORMIE_exp,0xa618933a0e0ffd0b9f4f0835cc94e523d0941032821692c01aa96cd6f80fc3fd,24-May,20240527,Business Logic Flaw,,1
Carrot_exp,0xa624660c29ee97f3f4ebd36232d8199e7c97533c9db711fa4027994aa11e01b9,22-Oct,20221010,Public FunctionCall,,1
BarleyFinance_exp,0xa685928b5102349a5cc50527fec2e03cb136c233505471bdd4363d0ab077a69a,24-Jan,20221206,Flashloan Price Manipulation,,0
Orion_exp,0xa6f63fcb6bec8818864d96a5b1bb19e8bd85ee37b2cc916412e720988440b2aa,23-Feb,20230203,Reentrancy,,1
OmniEstate_exp,0xa916674fb8203fac6d78f5f9afc604be468a514aa61ea36c6d6ef26ecfbd0e97,23-Jan,20230118,No Input Parameter Check,,1
TCH_exp,0xa94338d8aa312ed4b97b2a4dcb27f632b1ade6f3abec667e3bf9f002a75dabe0,24-May,20240518,Signature Malleability Vulnerability,,1
MaestroRouter2_exp,0xa9948c8f0500a867091a090d12125f88868ac29e52af6391569094e82d416904,23-Oct,20231027,Arbitrary External Call,,1
HYDT_exp,0xa9df1bd97cf6d4d1d58d3adfbdde719e46a1548db724c2e76b4cd4c3222f22b3,24-Oct,20241010,Oracle Price Manipulation,,1
Sentiment_exp,0xa9ff2b587e2741575daf893864710a5cbb44bb64ccdc487a100fa20741e0f74d,23-Apr,20230405,Read-only Reentrancy,,1
BarleyFinance_exp,0xaaa197c7478063eb1124c8d8b03016fe080e6ec4c4f4a4e6d7f09022084e3390,24-Jan,20221207,Flashloan Price Manipulation,,0
MUMUG_exp,0xab39a17cdc200c812ecbb05aead6e6f574712170eafbd73736b053b168555680,22-Dec,20221210,Flashloan Price Manipulation,,1
XCarnival_exp,0xabfcfaf3620bbb2d41a3ffea6e31e93b9b5f61c061b9cfc5a53c74ebe890294d,22-Jun,20220627,Infinite Loan Vulnerability,,1
BBOX_exp,0xac57c78881a7c00dfbac0563e21b5ae3a8e3f9d1b07198a27313722a166cc0a3,22-Dec,20221105,Business Logic Flaw,,1
BurgerSwap_exp,0xac8a739c1f668b13d065d56a03c37a686e0aa1c9339e79fcbc5a2d0a6311e333,21-May,20240205,Price Manipulation,,1
SNK_exp,0xace112925935335d0d7460a2470a612494f910467e263c7ff477221deee90a2c,23-May,20230511,Reward Calculation Error,,0
PolyNetwork_exp,0xad7a2c70c958fcd3effbf374d0acf3774a9257577625ae4c838e24b0de17602a,21-Aug,20210811,Bridge Getting Around Modifier Through Cross-chain Message,,1
EHIVE_exp,0xad818ec910def08c70ac519ab0fffa084b4178014a91cd8aa2f882d972a511c1,23-Aug,20230821,Business Logic Flaw,,1
BEC_exp,0xad89ff16fd1ebe3a0a7cf4ed282302c06626c1af33221ebe0d3a470aba4a660f,18-Apr,20230130,Reflection Token,,0
LendfMe_exp,0xae7d664bdfcc54220df4f18d339005c6faf6e62c9ca79c56387bc0389274363b,20-Apr,20200419,ERC777 Reentrancy,,1
HEALTH_exp,0xae8ca9dc8258ae32899fe641985739c3fa53ab1f603973ac74b424e165c66ccf,22-Oct,20221020,Transfer Logic Flaw,,1
CompoundUni_exp,0xaee0f8d1235584a3212f233b655f87b89f22f1d4890782447c4ef742b37af58d,24-Feb,20240223,Oracle Bad Price,,1
LaunchZone_exp,0xaee8ef10ac816834cd7026ec34f35bdde568191fe2fa67724fcf2739e48c3cae,23-Feb,20230227,Access Control,,1
VINU_exp,0xaf46a42fe1ed7193b25c523723dc047c7500e50a00ecb7bbb822d665adb3e1f3,23-Jun,20230606,Price Manipulation,,1
bZx_exp,0xb072f2e88058c147d8ff643694b43a42e36525b7173ce1daf76e6c06170b0e77,23-Dec,20200913,Incorrect Transfer,,1
DEI_exp,0xb1141785b7b94eb37c39c37f0272744c6e79ca1517529fec3f4af59d4c3c37ef,23-May,20230505,Wrong Implementation,,1
ATK_exp,0xb181e88e6b37ee9986f2a57aefb94779402fdb928654aa7c1dda5138b90d0e14,22-Oct,20221015,Flashloan Manipulate Price,,0
NovaXM2E_exp,0xb1ad1188d620746e2e64785307a7aacf2e8dbda4a33061a4f2fbc9721048e012,24-Aug,20240806,Price Manipulation,,1
RodeoFinance_exp,0xb1be5dee3852c818af742f5dd44def285b497ffc5c2eda0d893af542a09fb25a,23-Jul,20230713,TWAP Oracle Manipulation,,1
PolyNetwork_exp,0xb1f70464bd95b774c6ce60fc706eb5f9e35cb5f06e6cfe7c17dcda46ffd59581,21-Aug,20210812,Bridge Getting Around Modifier Through Cross-chain Message,,0
TeamFinance_exp,0xb2e3ea72d353da43a2ac9a8f1670fd16463ab370e563b9b5b26119b2601277ce,22-Oct,20221031,Liquidity Migration Exploit,,0
IT_exp,0xb33057f57ce451aa8cbb65508d298fe3c627509cc64a394736dace2671b6dcfa,24-Mar,20240313,Business Logic Flaw,,1
ElasticSwap_exp,0xb36486f032a450782d5d2fac118ea90a6d3b08cac3409d949c59b43bcd6dbb8f,22-Dec,20221213,Business Logic Flaw,,1
SDAO_exp,0xb3ac111d294ea9dedfd99349304a9606df0b572d05da8cedf47ba169d10791ed,22-Nov,20221121,Business Logic Flaw,,1
AUR_exp,0xb3bc6ca257387eae1cea3b997eb489c1a9c208d09ec4d117198029277468e25d,22-Nov,20230529,Lack Slippage Protection,,1
LavaLending_exp,0xb5cfa4ae4d6e459ba285fec7f31caf8885e2285a0b4ff62f66b43e280c947216,24-Oct,20241002,Price Manipulation,,1
BadGuysbyRPF_exp,0xb613c68b00c532fe9b28a50a91c021d61a98d907d0217ab9b44cd8d6ae441d9f,22-Sep,20230827,Rounding Error & Business Logic Flaw,,0
Spartan_exp,0xb64ae25b0d836c25d115a9368319902c972a0215bd108ae17b1b9617dfb93af8,21-May,20210502,Logic Flaw,,0
UnverifiedContr_431abb_exp,0xb650e9f4b9eb023ea65b55ca4d088323e3d5bda377880dedb149a7fd3fd5c15f,23-Dec,20231201,Business Logic Flaw,,1
NewFreeDAO_exp,0xb6f9b5ef1feeadb379a2de8f79bb04dd6920bfb214136d057eed4ce23a0003f8,22-Sep,20220910,Flashloans Attack,,0
GPT_exp,0xb77cb34cd01204bdad930d8c172af12462eef58dea16199185b77147d6533391,23-May,20230525,Fee Mechanism Exploitation,,1
UEarnPool_exp,0xb83f9165952697f27b1c7f932bcece5dfa6f0d2f9f3c3be2bb325815bfd834ec,22-Nov,20221118,Flashloan Attack,,1
LW_exp,0xb846f3aeb9b3027fe138b23bbf41901c155bd6d4b24f08d6b83bd37a975e4e4a,23-May,20230513,Flashloan Price Manipulation,,1
Market_exp,0xb8efe839da0c89daa763f39f30577dc21937ae351c6f99336a0017e63d387558,22-Oct,20221022,Price Manipulation,,1
BEVO_exp,0xb97502d3976322714c828a890857e776f25c79f187a32e2d548dda1c315d2a7d,23-Jan,20231011,Price Manipulation,,1
xWin_exp,0xba0fa8c150b2408eec9bbbbfe63f9ca63e99f3ff53ac46ee08d691883ac05c1d,21-Jun,20210625,Incentive Mechanism Flaw,,1
Dyson_money_exp,0xbac614f4d103939a9611ca35f4ec9451e1e98512d573c822fbff70fafdbbb5a0,24-Jun,20240617,Business Logic Flaw,,1
BabyDogeCoin02_exp,0xbaf3e4841614eca5480c63662b41cd058ee5c85dc69198b29e7ab63b84bc866c,23-Jun,20220902,Business Logic Flaw & Missing Check for Number of NFT to Mint,,0
Leetswap_exp,0xbb837d417b76dd237b4418e1695a50941a69259a1c4dee561ea57d982b9f10ec,23-Aug,20230801,Access Control,,1
bot_exp,0xbc08860cd0a08289c41033bdc84b2bb2b0c54a51ceae59620ed9904384287a38,23-Nov,20231123,Access Control Flaw,,1
ZS_exp,0xbc88aa6057f9da6f88e28bc908baad111ae7545e69fb0c90fbdfd485c9e72192,23-Oct,20231008,Business Logic Flaw,,1
APC_exp,0xbcaecea2044101c80f186ce5327bec796cd9e054f0c240ddce93e2aead337370,22-Dec,20221201,Flashloan & Price Manipulation,,1
DAppSocial_exp,0xbd72bccec6dd824f8cac5d9a3a2364794c9272d7f7348d074b580e3c6e44312e,23-Sep,20230902,Business Logic Flaw,,1
XSDWETHpool_exp,0xbdf76f22c41fe212f07e24ca7266d436ef4517dc1395077fabf8125ebe304442,23-Sep,20230926,Reentrancy,,1
PredyFinance_exp,0xbe163f651d23f0c9e4d4a443c0cc163134a31a1c2761b60188adcfd33178f50f,24-May,20240514,Reentrancy,,1
LocalTrader_exp,0xbea605b238c85aabe5edc636219155d8c4879d6b05c48091cf1f7286bd4702ba,23-May,20230527,Improper Access Control of Close Source Contract,,0
UnverifiedContr_431abb_exp,0xbeea4ff215b15870e22ed0e4d36ccd595974ffd55c3d75dad2230196cc379a52,23-Dec,20231202,Business Logic Flaw,,1
DN404_exp,0xbeef09ee9d694d2b24f3f367568cc6ba1dad591ea9f969c36e5b181fd301be82,24-Feb,20240224,Price Manipulation,,1
DeezNutz404_exp,0xbeefd8faba2aa82704afe821fd41b670319203dd9090f7af8affdf6bcfec2d61,24-Feb,20240221,Lack of Validation,,1
OSN_exp,0xbf22eabb5db8785642ba17930bddef48d0d1bb94ebd1e03e7faa6f2a3d1a5540,24-May,20240524,Business Logic Flaw,,1
RBalancer_exp,0xbf5b2d22fa88965ddfc6e6d685fc7cfc683340c49e126386759ed9e4027b1415,23-Nov,20231107,Business Logic Flaw,,1
MaestroRouter2_exp,0xc087fbd68b9349b71838982e789e204454bfd00eebf9c8e101574376eb990d92,23-Oct,20231028,Arbitrary External Call,,1
DYNA_exp,0xc09678fec49c643a30fc8e4dec36d0507dae7e9123c270e1f073d335deab6cf0,23-Feb,20230223,Business Logic Flaw,,1
SwarmMarkets_exp,0xc0be8c3792a5b1ba7d653dc681ff611a5b79a75fe51c359cf1aac633e9441574,24-Feb,20240222,Lack of Validation,,1
Z123_exp,0xc0c4e99a76da80a4cf43d3110364840151226c0a197c1728bb60dc3f1b3a6a27,24-Apr,20230528,Access Control Flaw,,1
BH_exp,0xc11e4020c0830bcf84bfa197696d7bfad9ff503166337cb92ea3fade04007662,23-Oct,20230630,V3Migrator Exploit,,1
Will_exp,0xc12ccc3bdaf3f0ec1efa09d089a0c1dbad05519e1eb0fa6475ffcc6317cbde4d,24-Jun,20240628,Business Logic Flaw,,1
XaveFinance_exp,0xc18ec2eb7d41638d9982281e766945d0428aaeda6211b4ccb6626ea7cff31f4a,22-Oct,20221009,Malicious Proposal Mint & Transfer Ownership,,1
VTF_exp,0xc2d2d7164a9d3cfce1e1dac7dc328b350c693feb0a492a6989ceca7104eef9b7,22-Oct,20221027,Incorrect Reward Calculation,,0
Euler_exp,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,23-Mar,20230313,Business Logic Flaw,,1
Novo_exp,0xc346adf14e5082e6df5aeae650f3d7f606d7e08247c2b856510766b4dfcdc57f,22-May,20220529,Flashloan & Price Oracle Manipulation,,1
Civfund_exp,0xc42fc0e22a0f60cc299be80eb0c0ddce83c21c14a3dddd8430628011c3e20d6b,23-Jul,20230708,Lack of Access Control,,1
uniclyNFT_exp,0xc42fe1ce2516e125a386d198703b2422aa0190b25ef6a7b0a1d3c6f5d199ffad,23-Sep,20230916,Reentrancy,,1
MaestroRouter2_exp,0xc49499325cb5ad3bf4391ae95855ce2ee2b0222f9282c524daa1c4586a8fcd8b,23-Oct,20231029,Arbitrary External Call,,1
Lodestar_exp,0xc523c6307b025ebd9aef155ba792d1ba18d5d83f97c7a846f267d3d9a3004e8c,22-Dec,20221222,Oracle Price Manipulation,,1
SocketGateway_exp,0xc6c3331fa8c2d30e1ef208424c08c039a89e510df2fb6ae31e5aa40722e28fd6,24-Jan,20240112,Lack of Calldata Validation,,1
Defrost_exp,0xc6fb8217e45870a93c25e2098f54f6e3b24674a3083c30664867de474bf0212d,22-Dec,20221223,Reentrancy,,1
cftoken_exp,0xc7647406542f8f2473a06fea142d223022370aa5722c044c2b7ea030b8965dd0,22-Apr,20220422,Oracle Price Manipulation,,1
OSN_exp,0xc7927a68464ebab1c0b1af58a5466da88f09ba9b30e6c255b46b1bc2e7d1bf09,24-May,20240524,Business Logic Flaw,,1
Juice_exp,0xc9b2cbc1437bbcd8c328b6d7cdbdae33d7d2a9ef07eca18b4922aac0430991e7,24-Mar,20240309,Business Logic Flaw,,0
AES_exp,0xca4d0d24aa448329b7d4eb81be653224a59e7b081fc7a1c9aad59c5a38d0ae19,22-Dec,20221207,Deflationary Token & Business Logic Flaw,,1
ArcadiaFi_exp,0xca7c1a0fde444e1a68a8c2b8ae3fb76ec384d1f7ae9a50d26f8bfdd37c7a0afe,23-Jul,20230723,Business Logic Flaw,,1
LavaLending_exp,0xcb1a2f5eeb1a767ea5ccbc3665351fadc1af135d12a38c504f8f6eb997e9e603,24-Mar,20240328,Business Logic Flaw,,1
UniBot_exp,0xcbe521aea28911fe9983030748028e12541e347b8b6b974d026fa5065c22f0cf,23-Oct,20231031,Arbitrary External Call,,1
RFB_exp,0xcc8fdb3c6af8bb9dfd87e913b743a13bbf138a143c27e0f387037887d28e3c7a,22-Dec,20221205,Predicting Random Numbers,,1
BabySwap_exp,0xcca7ea9d48e00e7e32e5d005b57ec3cac28bc3ad0181e4ca208832e62aa52efe,22-Oct,20200628,Token Incompatible,,1
NeverFall_exp,0xccf513fa8a8ed762487a0dcfa54aa65c74285de1bc517bd68dbafa2813e4b7cb,23-May,20230503,Price Manipulation,,1
BTC20_exp,0xcdd93e37ba2991ce02d8ca07bf6563bf5cd5ae801cbbce3dd0babb22e30b2dbe,23-Aug,20210527,Mathematical Flaw & Reentrancy,,1
DFS_exp,0xcddcb447d64c2ce4b3ac5ebaa6d42e26d3ed0ff3831c08923c53ea998f598a7c,22-Dec,20221230,Insufficient Validation & Flashloan,,1
Channels_exp,0xcf729a9392b0960cd315d7d49f53640f000ca6b8a0bd91866af5821fdf36afc5,23-Dec,20231231,Price Manipulation,,1
CitadelFinance_exp,0xcf75802229d440e4fbabb4d357fa1886c25e9a6b5c693e9e9573c71c15e2b0d3,24-Jan,20240127,Price Manipulation,,1
ADC_exp,0xcf834aff4de9992f5da9c443600dad9c6277a8a00de5007842fece51564992db,24-Feb,20240202,Incorrect Access Control,,1
MaestroRouter2_exp,0xcfe1d2b333e1b9da5e2d5f1d7697b628c818cc41f9f3020187d4ce2c2610a05c,23-Oct,20231030,Arbitrary External Call,,1
CompounderFinance_exp,0xcff84cc137c92e427f720ca1f2b36fbad793f34ec5117eed127060686e6797b1,23-Jun,20230607,Manipulation of Funds Through Fluctuations,,1
UPS_exp,0xd03702e17171a32464ce748b8797008d59e2dbcecd3b3847d5138414566c886d,24-Apr,20240409,Business Logic Flaw,,1
Babyloogn_exp,0xd081d6bb96326be5305a6c00dd51d1799971794941576554341738abc1ceb202,24-Feb,20240224,Oracle Price Manipulation,,1
Moonhacker_exp,0xd12016b25d7aef681ade3dc3c9d1a1cc12f35b2c99953ff0e0ee23a59454c4fe,24-Dec,20241223,Improper Input Validation,,1
GHT_exp,0xd17266bcdf30cbcbd7d0b5a006f43141981aeee2e1f860f68c9a1805ecacbc68,24-Mar,20240307,Business Logic Flaw,,1
FireToken_exp,0xd20b3b31a682322eb0698ecd67a6d8a040ccea653ba429ec73e3584fa176ff2b,24-Oct,20241001,Pair Manipulation with Transfer Function,,1
ChaingeFinance_exp,0xd348b5fc00b26fc1457b70d02f9cb5e5a66a564cc4eba2136a473866a47dac08,24-Apr,20240418,Arbitrary External Call,,1
ElephantStatus_exp,0xd423ae0e95e9d6c8a89dcfed243573867e4aad29ee99a9055728cbbe0a523439,23-Dec,20231206,Price Manipulation,,1
CurveBurner_exp,0xd493c73397952049644c531309df3dd4134bf3db1e64eb6f0b68b016ee0bffde,23-Aug,20230802,Lack Slippage Protection,,1
BCT_exp,0xd4c19d575ea5b3a415cc288ce09942299ca3a3b49ef9718cda17e4033dd4c250,23-Dec,20231223,Oracle Price Manipulation,,1
Bankroll_exp,0xd4c7c11c46f81b6bf98284e4921a5b9f0ff97b4c71ebade206cb10507e4503b0,24-Sep,20240924,Business Logic Flaw,,1
JAY_exp,0xd4fafa1261f6e4f9c8543228a67caf9d02811e4ad3058a2714323964a8db61f6,22-Dec,20221229,Insufficient Validation & Reentrancy,,1
YearnFinance_exp,0xd55e43c1602b28d4fd4667ee445d570c8f298f5401cf04e62ec329759ecda95d,23-Apr,20230405,Misconfiguration,,1
TheNFTV2_exp,0xd5b4d68432cbbd912130bbb5b93399031ddbb400d8f723c78050574de7533106,23-Nov,20231125,Logic Flaw,,1
JPulsepot_exp,0xd6ba15ecf3df9aaae37450df8f79233267af41535793ee1f69c565b50e28f7da,25-Jan,20250110,Logic Flaw,215K,1
Lifiprotocol_exp,0xd82fe84e63b1aa52e1ce540582ee0895ba4a71ec5e7a632a3faa1aff3e763873,24-Jul,20240716,Incorrect Input Validation,,1
OKC_exp,0xd85c603f71bb84437bc69b21d785f982f7630355573566fa365dbee4cd236f08,23-Nov,20231114,Instant Rewards Unlocked,,1
ARA_exp,0xd87cdecd5320301bf9a985cc17f6944e7e7c1fbb471c80076ef2d031cc3023b2,23-Jun,20230618,Incorrect Handling of Permissions,,0
OpenLeverage_exp,0xd88f26f2f9145fa413db0cfd5d3eb121e3a50a3fdcee16c9bd4731e68332ce4b,23-Oct,20231022,Business Logic Flaw,,1
EHIVE_exp,0xd9156f507c701a09d3312e1987383c7c882df50b3127e1adfd74d74052642114,23-Aug,20230822,Business Logic Flaw,,1
OMPxContract_exp,0xd927843e30c6b2bf43103d83bca6abead648eac3cad0d05b1b0eb84cd87de9b6,24-Aug,20240816,Flashloan,,1
DDCoin_exp,0xd92bf51b9bf464420e1261cfcd8b291ee05d5fbffbfbb316ec95131779f80809,23-Jun,20230601,Flashloan Attack and Smart Contract Vulnerability,,1
CAROLProtocol_exp,0xd962d397a7f8b3aadce1622e705b9e33b430e86e0d306d6fb8ccbc5957b4185c,23-Nov,20231131,Price Manipulation via Reentrancy,,1
ParticleTrade_exp,0xd9b3e229acc755881890394cc76fde0d7b83b1abd4d046b0f69c1fd9fd495ff6,24-Feb,20240216,Lack of Validation Data,,1
RoulettePotV2_exp,0xd9e0014a32d96cfc8b72864988a6e1664a9b6a2e90aeaa895fcd42da11cc3490,25-Jan,20250111,Price Manipulation,~28K,1
SASHAToken_exp,0xd9fdc7d03eec28fc2453c5fa68eff82d4c297f436a6a5470c54ca3aecd2db17e,24-Oct,20241006,Price Manipulation,,1
WIFCOIN_ETH_exp,0xda8f6a4bed7e5689a343d111632d37480c0316f1d20b732803c4bd482823e284,24-Jun,20240617,Business Logic Flaw,,1
RevertFinance_exp,0xdaccbc437cb07427394704fbcc8366589ffccf974ec6524f3483844b043f31d5,23-Feb,20230218,Arbitrary External Call Vulnerability,,1
BCT_exp,0xdae0b85e01670e6b6b317657a72fb560fc388664cf8bfdd9e1b0ae88e0679103,23-Dec,20231223,Oracle Price Manipulation,,1
MetaPoint_exp,0xdb01fa33bf5b79a3976ed149913ba0a18ddd444a072a2f34a0042bf32e4e7995,23-Apr,20230413,Unrestricted Approval,,1
ULME_exp,0xdb9a13bc970b97824e082782e838bdff0b76b30d268f1d66aac507f1d43ff4ed,22-Oct,20221025,Access Control,,1
MBC_ZZSH_exp,0xdc53a6b5bf8e2962cf0e0eada6451f10956f4c0845a3ce134ddb050365f15c86,22-Nov,20221129,Business Logic Flaw & Access Control,,1
UnizenIO2_exp,0xdd0636e2598f4d7b74f364fedb38f334365fd956747a04a6dd597444af0bc1c0,24-Mar,20240324,Business Logic Flaw,,1
Bao_exp,0xdd7dd68cd879d07cfc2cb74606baa2a5bf18df0e3bda9f6b43f904f4f7bbdfc1,23-Jul,20220517,Flashloan,,1
LFI_exp,0xdd82fde0cc2fb7bdc078aead655f6d5e75a267a47c33fa92b658e3573b93ef0c,23-May,20230524,Business Logic Flaw,,1
MaestroRouter2_exp,0xddd1048fe3f2df1fb98e534a97173b32a9fca662dbd257a72725482431d3f25e,23-Oct,20231031,Arbitrary External Call,,1
SMOOFSStaking_exp,0xde51af983193b1be3844934b2937a76c19610ddefcdd3ffcf127db3e68749a50,24-Feb,20240228,Reentrancy,,1
Crb2_exp,0xde59f5bd65e8f48e5b6137a3b4251afbb9b6240d1036fa6f030e21ab6d950aac,24-Jun,20240624,Business Logic Flaw,,1
Thena_exp,0xdf6252854362c3e96fd086d9c3a5397c303d265649aee0b023176bb49cf00d4b,23-Mar,20230328,Yield Protocol Flaw,,1
XBridge_exp,0xe09d350d8574ac1728ab5797e3aa46841f6c97239940db010943f23ad4acf7ae,24-Apr,20240425,Logic Flaw,,1
OrbitChain_exp,0xe0bada18fdc56dec125c31b1636490f85ba66016318060a066ed7050ff7271f9,24-Jan,20240102,Incorrect Input Validation,,0
ZoomproFinance_exp,0xe176bd9cfefd40dc03508e91d856bd1fe72ffc1e9260cd63502db68962b4de1a,22-Sep,20220905,Flash Loan & Price Manipulation,,1
UnverifiedContr_9ad32_exp,0xe1bf84b7a57498c0573361b20b16077cc933e4c47aa0821bcea5b158a60ef505,23-Jun,20230627,Business Logic Flaw,,1
Level_exp,0xe1f257041872c075cbe6a1212827bc346df3def6d01a07914e4006ec43027165,23-May,20230523,Oracle Price Manipulation,,0
HeavensGate_exp,0xe28ca1f43036f4768776805fb50906f8172f75eba3bf1d9866bcd64361fda834,23-Sep,20230906,Rebasing Logic Issue,,1
PikeFinance_exp,0xe2912b8bf34d561983f2ae95f34e33ecc7792a2905a3e317fcc98052bce66431,24-Apr,20240430,Uninitialized Proxy,,1
Cellframe_exp,0xe2d496ccc3c5fd65a55048391662b8d40ddb5952dc26c715c702ba3929158cb9,23-Jun,20230602,Calculation Issues During Liquidity Migration,,1
ZS_exp,0xe2e87090f47c82eed3697297763edfad8e9689d2da7a4325541087d77432f54f,23-Oct,20231009,Business Logic Flaw,,1
paraspace_exp,0xe3f0d14cfb6076cabdc9057001c3fafe28767a192e88005bc37bd7d385a1116a,23-Mar,20230317,Flashloan & ScaledBalanceOf Manipulation,,1
landNFT_exp,0xe4db1550e3aa78a05e93bfd8fbe21b6eba5cce50dc06688949ab479ebed18048,23-May,20230514,Lack of Permission Control,,0
Anyswap_exp,0xe50ed602bd916fc304d53c4fed236698b71691a95774ff0aeeb74b699c6227f7,22-Jan,20220118,Insufficient Token Validation,,1
RES_exp,0xe59fa48212c4ee716c03e648e04f0ca390f4a4fc921a890fded0e01afa4ba96d,22-Oct,20221006,Pair Manipulate,,1
MaestroRouter2_exp,0xe60c5a3154094828065049121e244dfd362606c2a5390d40715ba54699ba9da6,23-Oct,20231032,Arbitrary External Call,,1
TSURU_exp,0xe63a8df8759f41937432cd34c590d85af61b3343cf438796c6ed2c8f5b906f62,24-May,20240510,Insufficient Validation,,0
Levyathan_exp,0xe6e504208ba90d121c3212a4f2547ae28e69790ab541d459c080ec8b1f3efab2,21-Jul,20210728,I Lost Keys and Minting II Vulnerable EmergencyWithdraw,,0
Pickle_exp,0xe72d4e7ba9b5af0cf2a8cfb1e30fd9f388df0ab3da79790be842bfbed11087b0,20-Nov,20201121,Incorrect Validation,,1
BDEX_exp,0xe7b7c974e51d8bca3617f927f86bf907a25991fe654f457991cbf656b190fe94,22-Nov,20180422,Integer Overflow,,1
JokInTheBox_exp,0xe8277ef6ba8611bd12dc5a6e7ca4b984423bc0b3828159f83b466fdcf4fe054f,24-Jun,20240611,Business Logic Flaw,,1
ARK_exp,0xe8b0131fa14d0a96327f6b5690159ffa7650d66376db87366ba78d91f17cd677,24-Mar,20240324,Logic Flaw,,1
TeamFinance_exp,0xe8f17ee00906cd0cfb61671937f11bd3d26cdc47c1534fedc43163a7e89edc6f,22-Oct,20221032,Liquidity Migration Exploit,,1
SELLC03_exp,0xe968e648b2353cea06fc3da39714fb964b9354a1ee05750a3c5cc118da23444b,23-Jun,20230514,Unchecked User Input,,1
BGLD_exp,0xea108fe94bfc9a71bb3e4dee4a1b0fd47572e6ad6aba8b2155ac44861be628ae,22-Dec,20240311,Precision Loss,,1
Hackathon_exp,0xea181f730886ece947e255ab508f5af1d0f569fee3368b651d5dbb28549087b5,24-Apr,20240414,Business Logic Flaw,,1
TrustPad_exp,0xea5bb62b8a151917a732d4114d716c7e6c087af8b3c0b3416c9dbc37c59f04da,23-Nov,20231108,Lack of MsgSender Address Verification,,1
BNBX_exp,0xea88dc6dbd81d09c572b5849e0d4508598edcf8f11c9a995cd8fe7e6c194f39e,24-Apr,20231217,Price Manipulation,,1
NerveBridge_exp,0xea95925eb0438e04d0d81dc270a99ca9fa18b94ca8c6e34272fc9e09266fcf1d,21-Dec,20211214,Swap Metapool Attack,,1
BrahTOPG_exp,0xeaef2831d4d6bca04e4e9035613be637ae3b0034977673c1c2f10903926f29c0,22-Nov,20230819,Price Manipulation,,1
Utopia_exp,0xeb4eb487f58d39c05778fed30cd001b986d3c52279e44f46b2de2773e7ee1d5e,23-Jul,20230720,Business Logic Flaw,,1
Sturdy_exp,0xeb87ebc0a18aca7d2a9ffcabf61aa69c9e8d3c6efade9e2303f8857717fb9eb7,23-Jun,20230612,Read-only Reentrancy,,1
Bayc_apecoin_exp,0xeb8c3bebed11e2e4fcd30cbfc2fb3c55c4ca166003c7f7d319e78eaab9747098,22-May,20240312,Business Logic Flaw,,1
Biswap_exp,0xebe5248820241d8de80bcf66f4f1bfaaca62962824efaaa662db84bd27f5e47e,23-Jun,20240117,Arbitrary External Call Vulnerability,,1
FPR_exp,0xec1b969e1435a1449dd5179404c54b5c60e49f15a1bf6bf8922e8d2978102f4a,22-Dec,20231021,Div Precision Loss,,1
NFTTrader_exp,0xec7523660f8b66d9e4a5931d97ad8b30acc679c973b20038ba4c15d4336b393d,23-Dec,20231216,Reentrancy,,1
TeamFinance_exp,0xec75bb553f50af37f8dd8f4b1e2bfe4703b27f586187741b91db770ad9b230cb,22-Oct,20221033,Liquidity Migration Exploit,,1
FloorProtocol_exp,0xec8f6d8e114caf8425736e0a3d5be2f93bbea6c01a50a7eeb3d61d2634927b40,23-Dec,20231218,Business Logic Flaw,,1
TIME_exp,0xecdd111a60debfadc6533de30fb7f55dc5ceed01dfadd30e4a7ebdb416d2f6b6,23-Dec,20231206,Arbitrary Address Spoofing Attack,,1
Velocore_exp,0xed11d5b013bf3296b1507da38b7bcb97845dd037d33d3d1b0c5e763889cdbed1,24-Jun,20240624,Business Logic Flaw,,1
NomadBridge_exp,0xed26708a7335116bdb0673f32ace7c2f329fe3cd349e200447210f1721f335f0,22-Aug,20220804,Business Logic Flaw & Incorrect Acceptable Merkle Root Checks,,0
HODLCapital_exp,0xedc214a62ff6fd764200ddaa8ceae54f842279eadab80900be5f29d0b75212df,23-May,20230509,Reflection Token,,1
CEXISWAP_exp,0xede72a74d8398875b42d92c550539d72c830d3c3271a7641ee1843dc105de59e,23-Sep,20230921,Incorrect Access Control,,1
MaestroRouter2_exp,0xede874f9a4333a26e97d3be9d1951e6a3c2a8861e4e301787093cfb1293d4756,23-Oct,20231033,Arbitrary External Call,,1
VTF_exp,0xeeaf7e9662a7488ea724223c5156e209b630cdc21c961b85868fe45b64d9b086,22-Oct,20221028,Incorrect Reward Calculation,,1
RES_exp,0xef19a4dfd69874d5efda3e38b5a19cae4e0b0bdc95769760bd85ede4d15609ac,22-Oct,20221007,Pair Manipulate,,1
