contract_name,hash,year_month,Match_Date,Matched_Attack_Type,Matched_Loss_Amount,predicted_label
CGT_exp,0x4ff4028b03c3df468197358b99f5160e5709e7fce3884cc8ce818856d058e106,24-Mar,20240323,Incorrect Access Control,,1
EGD_Finance_exp,0x50da0b1b6e34bce59769157df769eb45fa11efc7d0e292900d6b0a86ae66a2b3,22-Aug,20220808,Flashloans & Price Manipulation,,1
TeamFinance_exp,0x51185fb580892706500d3b6eebb8698c27d900618021fb9b1797f4a774fffb04,22-Oct,20221028,Liquidity Migration Exploit,,1
TheStandard_io_exp,0x51293c1155a1d33d8fc9389721362044c3a67e0ac732b3a6ec7661d47b03df9f,23-Nov,20231106,Lack of Slippage Protection,,0
BEARNDAO_exp,0x51913be3f31d5ddbfc77da789e5f9653ed6b219a52772309802226445a1edd5f,23-Dec,20231013,Price Manipulation,,0
HYPR_exp,0x51ce3d9cfc85c1f6a532b908bb2debb16c7569eb8b76effe614016aac6635f65,23-Dec,20231213,Business Logic Flaw,,1
MEVbot_dd7c_exp,0x53334c36502bd022bd332f2aa493862fd8f722138d1989132a46efddcc6b04d4,24-Jul,20240723,Incorrect Input Validation,,1
MintoFinance_exp,0x53be95dc8ffbc80060215133f76f48df35deef3cd7e1803e24b1e2f8aa53440b,23-Jul,20230723,Signature Replay,,1
MEV_a247_exp,0x53eeab4447db331dbb47f93fd58a95d6faa230d559acde0687f8b5f5829e7a45,23-Nov,20231112,Incorrect Access Control,,1
NomadBridge_exp,0x53fd92771d2084a9bf39a6477015ef53b7f116c79d98a21be723d06d79024cad,22-Aug,20220802,Business Logic Flaw & Incorrect Acceptable Merkle Root Checks,,0
EXcommunity_exp,0x5446bf2b57749abdab01813a50ce36246177f3437599f3a56bc1554f596b2c3a,24-May,20240528,Business Logic Flaw,,1
YodlRouter_exp,0x54f659773dae6e01f83184d4b6d717c7f1bb71c0aa59e8c8f4a57c25271424b3,24-Aug,20240219,Access Control Flaw,,1
INcufi_exp,0x556419e0a6ee8e6de6b3679605f9f62ad013007419a1b55c9f56590a824bfb52,24-Jun,20240624,Business Logic Flaw,,1
NewFi_exp,0x557628123d137ea49564e4dccff5f5d1e508607e96dd20fe99a670519b679cb5,23-Jul,20230717,Lack Slippage Protection,,1
ATK_exp,0x55983d8701e40353fee90803688170a16424ee702f6b21bb198bb8e7282112cd,22-Oct,20221012,Flashloan Manipulate Price,~65K,1
Opyn_exp,0x56de6c4bd906ee0c067a332e64966db8b1e866c7965c044163a503de6ee6552a,20-Aug,20200804,MsgValue in Loop,,1
SheepFarm_exp,0x5735026e5de6d1968ab5baef0cc436cc0a3f4de4ab735335c5b1bd31fa60c582,22-Nov,20221116,No Input Validation,,0
ERC20TokenBank_exp,0x578a195e05f04b19fd8af6358dc6407aa1add87c3167f053beb990d6b4735f26,23-May,20230531,Price Manipulation,,1
LocalTrader_exp,0x57b589f631f8ff20e2a89a649c4ec2e35be72eaecf155fdfde981c0fec2be5ba,23-May,20230526,Improper Access Control of Close Source Contract,,0
BelugaDex_exp,0x57c96e320a3b885fabd95dd476d43c0d0fb10500d940d9594d4a458471a87abe,23-Oct,20221212,Deflationary Token & Flashloan Price Manipulation,,1
Woofi_exp,0x57e555328b7def90e1fc2a0f7aa6df8d601a8f15803800a5aaf0a20382f21fbd,24-Mar,20240305,Price Manipulation,,1
WIFCOIN_ETH_exp,0x58424115c6576b19cfb78b0b7ff00e0c13daa06d259f2a67210c112731519e09,24-Jun,20240616,Business Logic Flaw,,1
NORMIE_exp,0x587f14b7ffb30b5013ab0db02e9bc94183817ef34c24a9595f33277e752f81eb,24-May,20240526,Business Logic Flaw,,0
SELLC_exp,0x59ed06fd0d44aec351bed54f57eccec65874da5a25a0aa71e348611710ec05f3,23-May,20230512,Business Logic Flaw,,1
Yearn_ydai_exp,0x59faab5a1911618064f1ffa1e4649d85c99cfd9f0d64dcebbc1af7d7630da98b,21-Feb,20230413,Misconfiguration,,1
WSM_exp,0x5a475a73343519f899527fdb9850f68f8fc73168073c72a3cff8c0c7b8a1e520,24-Apr,20230720,Price Manipulation,,1
Uranium_exp,0x5a504fe72ef7fc76dfeb4d979e533af4e23fe37e90b5516186d5787893c37991,21-Apr,20210428,Miscalculation,,1
RuggedArt_exp,0x5a63da39b5b83fccdd825fed0226f330f802e995b8e49e19fbdd246876c67e1f,24-Feb,20240219,Reentrancy,,1
Rico_exp,0x5d2a94785d95a740ec5f778e79ff014c880bcefec70d1a7c2440e611f84713d6,24-Apr,20240420,Arbitrary Call,,1
dForce_exp,0x5db5c2400ab56db697b3cc9aa02a05deab658e1438ce2f8692ca009cc45171dd,23-Feb,20230210,Read-only Reentrancy,,1
AIZPTToken_exp,0x5e694707337cca979d18f9e45f40e81d6ca341ed342f1377f563e779a746460d,24-Oct,20241005,Wrong Price Calculation,,1
IPC_exp,0x5ef1edb9749af6cec511741225e6d47103e0b647d1e41e08649caaff66942a91,25-Jan,20250108,Logic Flaw,~591k USDT,1
RodeoFinance_exp,0x5f16637460021994d40430dadc020fffdb96937cfaf2b8cb6cbc03c91980ac7c,23-Jul,20230711,TWAP Oracle Manipulation,,1
ATK_exp,0x601b8ab0c1d51e71796a0df5453ca671ae23de3d5ec9ffd87b9c378504f99c32,22-Oct,20221013,Flashloan Manipulate Price,,0
bEarn_exp,0x603b2bbe2a7d0877b22531735ff686a7caad866f6c0435c37b7b49e4bfd9a36c,21-May,20221019,Incorrect Signature Verification,,1
Sheep_exp,0x61293c6dd5211a98f1a26c9f6821146e12fb5e20c850ad3ed2528195c8d4c98e,23-Feb,20230210,Reflection Token,,1
WECO_exp,0x6129e18fdba3b4d3f1e6c3c9c448cafcbee5b5c82e4bbb69a404360f0e579051,23-Nov,20230814,Access Control Flaw,,0
JumpFarm_exp,0x6189ad07894507d15c5dff83f547294e72f18561dc5662a8113f7eb932a5b079,23-Sep,20230905,Rebasing Logic Issue,,1
SumerMoney_exp,0x619c44af9fedb8f5feea2dcae1da94b6d7e5e0e7f4f4a99352b6c4f5e43a4661,24-Apr,20240412,Reentrancy,,1
98Token_exp,0x61da5b502a62d7e9038d73e31ceb3935050430a7f9b7e29b9b3200db3095f91d,25-Jan,20250104,Unprotected public function,28K USDT,1
TINU_exp,0x6200bf5c43c214caa1177c3676293442059b4f39eb5dbae6cfd4e6ad16305668,23-Jan,20230126,Reflection Token,,1
AzukiDAO_exp,0x6233c9315dd3b6a6fcc7d653f4dca6c263e684a76b4ad3d93595e3b8e8714d34,23-Jul,20221001,Parameter Access Control,,0
Caterpillar_Coin_CUT_exp,0x6262c0f15c88aed6f646ed1996eb6aae9ccc5d5704d5faccd1e1397dd047bc8a,24-Sep,20240924,Reentrancy,,1
AktuarNFT_exp,0x62d280abc60f8b604175ab24896c989e6092e496ac01f2f5399b2a62e9feaacf,22-Apr,20220423,Denial of Service,,1
Palmswap_exp,0x62dba55054fa628845fecded658ff5b1ec1c5823f1a5e0118601aa455a30eac9,23-Jul,20230724,Business Logic Flaw,,1
NeutraFinance_exp,0x6301d4c9f7ac1c96a65e83be6ea2fff5000f0b1939ad24955e40890bd9fe6122,23-Aug,20230801,Price Manipulation,,1
HPAY_exp,0x634f6fb7d2b6aa1439fb7940ced4b31626907b76d27510ffb2f74451b09b6b6e,22-Oct,20221018,Access Control,,0
Convergence_exp,0x636be30e58acce0629b2bf975b5c3133840cd7d41ffc3b903720c528f01c65d9,24-Aug,20240801,Incorrect Input Validation,,1
Pledge_exp,0x63ac9bc4e53dbcfaac3a65cb90917531cfdb1c79c0a334dda3f06e42373ff3a0,24-Dec,20241203,Access Control,,1
Eleven_exp,0x6450d8f4db09972853e948bee44f2cb54b9df786dace774106cd28820e906789,21-Jun,20210622,Doesn't Burn Shares,,1
CAROLProtocol_exp,0x6462f5e358eb2c7769e6aa59ce43277be4799b297bc4c9503610443b9d56cc24,23-Nov,20231130,Price Manipulation via Reentrancy,,1
Tradeonorion_exp,0x660837a1640dd9cc0561ab7ff6c85325edebfa17d8b11a3bb94457ba6dcae18c,24-May,20240528,Business Logic Flaw,,1
SCROLL_exp,0x661505c39efe1174da44e0548158db95e8e71ce867d5b7190b9eabc9f314fe91,24-May,20240529,Integer Underflow,,1
APIG_exp,0x66dee84591aeeba6e5f31e12fe728f2ddc79a06426036793487a980c3b952947,23-Sep,20230908,Business Logic Flaw,,1
MEV_0ad8_exp,0x674f74b30a3d7bdf15fa60a7c29d96a402ea894a055f624164a8009df98386a0,22-Nov,20221122,Logic Flaw,,1
BRA_exp,0x6759db55a4edec4f6bedb5691fc42cf024be3a1a534ddcc7edd471ef205d4047,23-Jan,20231103,Lack of Access Control,,1
WiseLending03_exp,0x67d6c554314c9b306d683afb3bc4a10e70509ceb0fdf8415a5e270a91fae52de,24-Jan,20240129,Donate Inflation Attack,,1
Beanstalk_exp,0x68cdec0ac76454c3b0f7af0b8a3895db00adf6daaf3b50a99716858c4fa54c6f,22-Apr,20240926,Swap ETH/BTC 1/1 in Mint Function,,0
OSN_exp,0x69c64b226f8bf06216cc665ad5e3777ad1b120909326f120f0816ac65a9099c0,24-May,20240524,Business Logic Flaw,,1
DeltaPrime_exp,0x6a2f989b5493b52ffc078d0a59a3bf9727d134b403aa6e0bf309fd513a728f7f,24-Nov,20241111,Reentrancy,,1
Level_exp,0x6aef8bb501a53e290837d4398b34d5d4d881267512cfe78eb9ba7e59f41dad04,23-May,20230523,Oracle Price Manipulation,,1
CCV_exp,0x6ba4152db9da45f5751f2c083bf77d4b3385373d5660c51fe2e4382718afd9b4,23-Dec,20231228,Precision Loss,,1
APEMAGA_exp,0x6beb21b53f5b205c088570333ec875b720e333b49657f7026b01ed72b026851e,24-Jun,20240627,Business Logic Flaw,,1
DFX_exp,0x6bfd9e286e37061ed279e4f139fbc03c8bd707a2cdd15f7260549052cbba79b7,22-Nov,20221110,Reentrancy,,1
Yield_exp,0x6caa65b3fc5c8d4c7104574c3a15cd6208f742f9ada7d81ba027b20473137705,24-Apr,20230908,Business Logic Vulnerability,,1
MaestroRouter2_exp,0x6cba3a67d6b8de664d860b096c8c558a1d65e5fa9735c657ddc98f67969561a2,23-Oct,20231026,Arbitrary External Call,,1
EarningFram_exp,0x6e6e556a5685980317cb2afdb628ed4a845b3cbd1c98bdaffd0561cb2c4790fa,23-Aug,20230809,Reentrancy,,1
HundredFinance_2_exp,0x6e9ebcdebbabda04fa9f2e3bc21ea8b2e4fb4bf4f4670cb8483e2f0b2604f451,23-Apr,20230415,Donate Inflation ExchangeRate & Rounding Error,,1
SEAMAN_exp,0x6f1af27d08b10caa7e96ec3d580bf39e29fd5ece00abda7d8955715403bf34a8,22-Nov,20221129,Business Logic Flaw,,1
Phoenix_exp,0x6fa6374d43df083679cdab97149af8207cda2471620a06d3f28b115136b8e2c4,23-Mar,20230307,Access Control & Arbitrary External Call,,1
HoppyFrogERC_exp,0x6fb7f8e9eb09d6ae17dbe82b2b42f46f64fb9c3197438b68ecf03e832d5fc791,24-Apr,20240402,Business Logic Flaw,,1
ChannelsFinance_exp,0x711cc4ceb9701d317fe9aa47187425e16dae7d5a0113f1430e891018262f8fb5,23-Dec,20231231,CompoundV3 Inflation Attack,,1
EtnProduct_exp,0x72321a3b50bb68ac3b46b0ab973b0e87b6c48ab73d23c4ba2cb73527f978d995,22-Aug,20220804,Business Logic Flaw,,1
Bankroll_exp,0x725f0d65340c859e0f64e72ca8260220c526c3e0ccde530004160809f6177940,24-Sep,20240924,Business Logic Flaw,,1
FiberRouter_exp,0x7260ad0e4769ae68f0a680356c63140353c18d7be1b86a8c4e99a0fc3b6842c1,23-Nov,20231128,Input Validation,,1
GoodDollar_exp,0x726459a46839c915ee2fb3d8de7f986e3c7391c605b7a622112161a84c7384d0,23-Dec,20231216,Lack of Input Validation & Reentrancy,,1
SHIDO_exp,0x72f8dd2bcfe2c9fbf0d933678170417802ac8a0d8995ff9a56bfbabe3aa712d6,23-Jun,20230623,Business Logic,,1
EEE_exp,0x7312d9f9c13fc69f00f58e92a112a3e7f036ced7e65f7e0fa67382488d5557dc,23-Nov,20231130,Price Manipulation,,1
Libertify_exp,0x7320accea0ef1d7abca8100c82223533b624c82d3e8d445954731495d4388483,23-Jul,20230711,Reentrancy,,1
SNK_exp,0x7394f2520ff4e913321dd78f67dd84483e396eb7a25cbb02e06fe875fc47013a,23-May,20230510,Reward Calculation Error,,0
Contract_7657_exp,0x74279a131dccd6479378b3454ea189a6ce350cce51de47d81a0ef23db1b134d5,23-Jun,20230623,Flash Loan Attack,,1
VOW_exp,0x758efef41e60c0f218682e2fa027c54d8b67029d193dd7277d6a881a24b9a561,24-Aug,20240813,Misconfiguration,,1
ShibaToken_exp,0x75a26224da9faf37c2b3a4a634a096af7fec561f631a02c93e11e4a19d159477,23-Nov,20231117,Business Logic Flaw,,1
Miner_exp,0x75e3aeb00df69882a1b15d424e5e642650326ca3b923d7fd1922d57c51bc2c78,24-Feb,20240215,Lack of Validation Dst Address,,1
PancakeHunny_exp,0x765de8357994a206bb90af57dcf427f48a2021f2f28ca81f2c00bc3b9842be8e,21-Jun,20210603,Incorrect Calculation,,1
Umbrella_exp,0x784b68dc7d06ee181f3127d5eb5331850b5e690cc63dd099cd7b8dc863204bf6,22-Mar,20220321,Underflow,,1
TeamFinance_exp,0x79ec728612867b3d82c0e7401e6ee1c533b240720c749b3968dea1464e59b2c4,22-Oct,20221029,Liquidity Migration Exploit,,1
WiseLending_exp,0x7ac4a98599596adbf12fffa2bd23e2a2d2ac7e8989b6ea043fcc412a29126555,23-Oct,20231013,Donate Inflation Attack,,1
PANDORA_exp,0x7c5a909b45014e35ddb89697f6be38d08eff30e7c3d3d553033a6efc3b444fdd,24-Feb,20240208,Integer Underflow,,1
SellToken_exp,0x7d04e953dad4c880ad72b655a9f56bc5638bf4908213ee9e74360e56fa8d7c6a,23-May,20230611,Price Manipulation,,1
Nmbplatform_exp,0x7d2d8d2cda2d81529e0e0af90c4bfb39b6e74fa363c60b031d719dd9d153b012,22-Dec,20221215,Flashloan Price Manipulation,,1
SATX_exp,0x7e02ee7242a672fb84458d12198fae4122d7029ba64f3673e7800d811a8de93f,24-Apr,20240416,Logic Flaw,,1
Penpiexyzio_exp,0x7e7f9548f301d3dd863eac94e6190cb742ab6aa9d7730549ff743bf84cbd21d1,24-Sep,20240904,Reentrancy and Reward Manipulation,,0
AUR_exp,0x7f031e8543e75bd5c85168558be89d2e08b7c02a32d07d76517cdbb10e279782,22-Nov,20230703,Invalid Signature Verification,1,1
SpaceGodzilla_exp,0x7f183df11f1a0225b5eb5bb2296b5dc51c0f3570e8cc15f0754de8e6f8b4cca4,22-Jul,20220713,Flashloans & Price Manipulation,,1
Erc20transfer_exp,0x7f2540af4a1f7b0172a46f5539ebf943dd5418422e4faa8150d3ae5337e92172,24-Oct,20241022,Access Control,,1
Ploutoz_exp,0x7fe46c2746855dd57e18f4d33522849ff192e4e26c74835799ba8dab89099457,21-Nov,20211123,Flash Loan,,1
GYMNET_exp,0x7fe96c00880b329aa0fcb00f0ef3a0766c54e13965becf9cc5e0df6fbd0deca6,23-Jul,20230731,Insufficient Validation,,1
Allbridge_exp,0x7ff1364c3b3b296b411965339ed956da5d17058f3164425ce800d64f1aef8210,23-Apr,20240306,Public Internal Function,,1
DEPUSDT_LEVUSDC_exp,0x800a5b3178f680feebb81af69bd3dff791b886d4ce31615e601f2bb1f543bb2e,23-Jun,20230615,Incorrect Access Control,,1
N00d_exp,0x8037b3dc0bf9d5d396c10506824096afb8125ea96ada011d35faa89fa3893aea,22-Oct,20221026,Reentrancy,,1
LuckyTiger_exp,0x804ff3801542bff435a5d733f4d8a93a535d73d0de0f843fd979756a7eab26af,22-Aug,20220822,Price Manipulation,,1
3913_exp,0x8163738d6610ca32f048ee9d30f4aa1ffdb3ca1eddf95c0eba086c3e936199ed,23-Nov,20231102,Deflationary Token Attack,,1
TecraSpace_exp,0x81e9918e248d14d78ff7b697355fd9f456c6d7881486ed14fdfb69db16631154,22-Feb,20220204,Any Token is Destroyed,,1
UEarnPool_exp,0x824de0989f2ce3230866cb61d588153e5312151aebb1e905ad775864885cd418,22-Nov,20221117,Flashloan Attack,,1
GROKD_exp,0x8293946b5c88c4a21250ca6dc93c6d1a695fb5d067bb2d4aed0a11bd5af1fb32,24-Apr,20240413,Lack of Access Control,,1
Audius_exp,0x82fc23992c7433fffad0e28a1b8d11211dc4377de83e88088d79f24f4a3f28b3,22-Jul,20221122,Lack of Permission Check,,0
PLTD_exp,0x8385625e9d8011f4ad5d023d64dc7985f0315b6a4be37424c7212fe4c10dafe0,22-Oct,20221018,Transfer Logic Flaw,,1
MineSTM_exp,0x849ed7f687cc2ebd1f7c4bed0849893e829a74f512b7f4a18aea39a3ef4d83b1,24-Jun,20240606,Business Logic Flaw,,1
HCT_exp,0x84bd77f25cc0db493c339a187c920f104a69f89053ab2deabb93c35220e6dfc0,23-Sep,20230907,Price Manipulation,,1
VISTA_exp,0x84c385aab658d86b64e132e8db0c092756d5a9331a1131bf05f8214d08efba56,24-Oct,20241022,Flashmint Receive Error,,1
bzx_exp,0x85dc2a433fd9eaadaf56fd8156c956da23fc17e5ef83955c7e2c4c37efa20bb5,20-Sep,20200920,Flash Loan Attack,,1
XST_exp,0x873f7c77d5489c1990f701e9bb312c103c5ebcdcf0a472db726730814bfd55f3,22-Aug,20220810,Incorrect Logic Check,,1
Bamboo_exp,0x88a6c2c3ce86d4e0b1356861b749175884293f4302dbfdbfb16a5e373ab58a10,23-Jul,20230723,Access Control Flaw,,1
PancakeBunny_exp,0x88fcffc3256faac76cde4bbd0df6ea3603b1438a5a0409b2e2b91e7c2ba3371a,21-May,20210519,Price Oracle Manipulation,,1
PancakeBunny_exp,0x897c2de73dd55d7701e1b69ffb3a17b0f4801ced88b0c75fe1551c5fcce6a979,21-May,20210520,Price Oracle Manipulation,,1
SELLC02_exp,0x8a453c61f0024e8e11860729083088507a02a38100da8b0c3b2d558788662fa0,23-May,20230513,Price Manipulation,,1
NUM_exp,0x8a8145ab28b5d2a2e61d74c02c12350731f479b3175893de2014124f998bff32,22-Nov,20221123,Protocol Token Incompatible,,1
Astrid_exp,0x8af9b5fb3e2e3df8659ffb2e0f0c1f4c90d5a80f4f6fccef143b823ce673fb60,23-Oct,20231028,Business Logic Flaw,,1
SheepFarm2_exp,0x8b3e0e3ea04829f941ca24c85032c3b4aeb1f8b1b278262901c2c5847dc72f1c,22-Nov,20221122,Business Logic Flaw,,0
EHX_exp,0x8b528372b743b4b8c4eb0904c96529482653187c19e13afaa22f3ba4e08fbfbb,23-Nov,20231115,Lack of Slippage Control,,1
Conic_exp,0x8b74995d1d61d3d7547575649136b8765acb22882960f0636941c44ec7bbe146,23-Jul,20230721,Read-only Reentrancy & Misconfiguration,,1
NewFreeDAO_exp,0x8b77d75efa185295b09bdf2edcb509541fdde40ed5484212331ceac41b2f4ac0,22-Sep,20220909,Flashloans Attack,,1
Templedao_exp,0x8c3f442fc6d640a6ff3ea0b12be64f1d4609ea94edd2966f42c01cd9bdcf04b5,22-Oct,20221011,Insufficient Access Control,,0
Pawnfi_exp,0x8d3036371ccf27579d3cb3d4b4b71e99334cae8d7e8088247517ec640c7a59a5,23-Jun,20230617,Business Logic Flaw,,1
ApeDAO_exp,0x8d35dfd9968ce61fb969ffe8dcc29eeeae864e466d2cb0b7d26ce63644691994,23-Jul,20230718,Business Logic Flaw,,1
RedKeysCoin_exp,0x8d5fb97b35b830f8addcf31c8e0c6135f15bbc2163d891a3701ada0ad654d427,24-May,20240527,Weak RNG,,1
HeavensGate_exp,0x8e1b0ab098c4cc5f632e00b0842b5f825bbd15ded796d4a59880bb724f6c5372,23-Sep,20230905,Rebasing Logic Issue,,1
BFCToken_exp,0x8ee76291c1b46d267431d2a528fa7f3ea7035629500bba4f87a69b88fcaf6e23,23-Sep,20230322,Reflection Token,,1
NGFS_exp,0x8ff764dde572928c353716358e271638fa05af54be69f043df72ad9ad054de25,24-Apr,20240425,Bad Access Control,,0
XBridge_exp,0x903d88a92cbc0165a7f662305ac1bff97430dbcccaa0fe71e101e18aa9109c92,24-Apr,20240424,Logic Flaw,,1
SELLC_exp,0x904e48ccc1a1eada85f2e3a6444debc428c55f8652ebbebe26e77d02be2902bf,23-May,20230513,Business Logic Flaw,,1
CS_exp,0x906394b2ee093720955a7d55bff1666f6cf6239e46bea8af99d6352b9687baa4,23-May,20211027,Price Manipulation,,1
CowSwap_exp,0x90b468608fbcc7faef46502b198471311baca3baab49242a4a85b73d4924379b,23-Feb,20230207,Arbitrary External Call Vulnerability,,0
OTSeaStaking_exp,0x90b4fcf583444d44efb8625e6f253cfcb786d2f4eda7198bdab67a54108cd5f4,24-Sep,20240913,Logic Flaw,,1
UwuLend_Second_exp,0x9235e0662e230bdfa94f56f4932fd09a95fea17e4b9b44a4f40a59449e216110,24-Jun,20240624,Business Logic Flaw,,1
UnizenIO_exp,0x923d1d63a1165ebd3521516f6d22d015f2e1b4b22d5dc954152b6c089c765fcd,24-Mar,20240309,Unverified External Call,,1
RoeFinance_exp,0x927b784148b60d5233e57287671cdf67d38e3e69e5b6d0ecacc7c1aeaa98985b,23-Jan,20230111,Flashloan Price Manipulation,,1
DoughFina_exp,0x92cdcc732eebf47200ea56123716e337f6ef7d5ad714a2295794fdc6031ebb2e,24-Jul,20240712,Incorrect Input Validation,,1
Sonne_exp,0x9312ae377d7ebdf3c7c3a86f80514878deb5df51aad38b6191d55db53e42b7f0,24-May,20240515,Precision Loss,,1
ChannelsFinance_exp,0x93372ce9c86a25f1477b0c3068e745b5b829d5b58025bb1ab234230d3473b776,23-Dec,20231232,CompoundV4 Inflation Attack,,1
UFDao_exp,0x933d19d7d822e84e34ca47ac733226367fbee0d9c0c89d88d431c4f99629d77a,23-Jan,20230111,Incorrect Parameter Setting,,1
CIVNFT_exp,0x93a033917fcdbd5fe8ae24e9fe22f002949cba2f621a1c43a54f6519479caceb,23-Jul,20230708,Lack of Access Control,,1
TransitFinance_exp,0x93ae5f0a121d5e1aadae052c36bc5ecf2d406d35222f4c6a5d63fef1d6de1081,23-Dec,20231220,Lack of Validation Pool,,1
BigBangSwap_exp,0x94055664287a565d4867a97ba6d5d2e28c55d10846e3f83355ba84bd1b9280fc,24-Apr,20240424,Business Logic Flaw,,1
Cellframe_exp,0x943c2a5f89bc0c17f3fe1520ec6215ed8c6b897ce7f22f1b207fea3f79ae09a6,23-Jun,20230601,Calculation Issues During Liquidity Migration,,1
SATURN_exp,0x948132f219c0a1adbffbee5d9dc63bec676dd69341a6eca23790632cb9475312,24-May,20240507,Price Manipulation,,1
PeapodsFinance_exp,0x95c1604789c93f41940a7fd9eca11276975a9a65d250b89a247736287dbd2b7e,24-Jan,20240128,Reentrancy,,1
LW_exp,0x96a955304fed48a8fbfb1396ec7658e7dc42b7c140298b80ce4206df34f40e8d,24-Jul,20240708,Integer Underflow,,1
LW_exp,0x96b34dc3a98cd4055a984132d7f3f4cc5a16b2525113b8ef83c55ac0ba2b3713,23-May,20230512,Flashloan Price Manipulation,,1
DaoMaker_exp,0x96bf6bd14a81cf19939c0b966389daed778c3a9528a6c5dd7a4d980dec966388,21-Sep,20210903,Bad Access Control,,1
FireBirdPair_exp,0x96d80c609f7a39b45f2bb581c6ba23402c20c2b6cd528317692c31b8d3948328,23-Sep,20230930,Lack Slippage Protection,,1
Bmizapper_exp,0x97201900198d0054a2f7a914f5625591feb6a18e7fc6bb4f0c964b967a6c15f6,24-Jan,20230718,Invalid Emergency Withdraw Mechanism,,1
BarleyFinance_exp,0x995e880635f4a7462a420a58527023f946710167ea4c6c093d7d193062a33b01,24-Jan,20221205,Flashloan Price Manipulation,,1
ALP_exp,0x9983ca8eaee9ee69629f74537eaf031272af75f1e5a7725911d8b06df17c67ca,24-Mar,20220809,Skim Token Balance,,1
UnverifiedContr_00C409_exp,0x998f1da472d927e74405b0aa1bbf5c1dbc50d74b39977bed3307ea2ada1f1d3f,24-Apr,20240417,Unverified External Call,,1
DePayRouter_exp,0x9a036058afb58169bfa91a826f5fcf4c0a376e650960669361d61bef99205f35,23-Oct,20231005,Business Logic Flaw,,1
RodeoFinance_exp,0x9a462209e573962f2654cac9bfe1277abe443cf5d1322ffd645925281fe65a2e,23-Jul,20230712,TWAP Oracle Manipulation,,1
SBT_exp,0x9a8c4c4edb7a76ecfa935780124c409f83a08d15c560bb67302182f8969be20d,24-Jul,20240711,Business Logic Flaw,,1
Rubic_exp,0x9a97d85642f956ad7a6b852cf7bed6f9669e2c2815f3279855acf7f1328e7d46,22-Dec,20221225,Arbitrary External Call Vulnerability,,1
P719Token_exp,0x9afcac8e82180fa5b2f346ca66cf6eb343cd1da5a2cd1b5117eb7eaaebe953b3,24-Oct,20241011,Price Manipulation Inflate Attack,,1
PancakeBunny_exp,0x9c48fd13d65f5f951882282444a45a7b84c4f673891bbdcc48af68ed305950bb,21-May,20210521,Price Oracle Manipulation,,1
OrbitChain_exp,0x9d1351ca4ede8b36ca9cd9f9c46e3b08890d13d94dfd3074d9bb66bbcc2629b1,24-Jan,20240101,Incorrect Input Validation,,1
ATK_exp,0x9e328f77809ea3c01833ec7ed8928edb4f5798c96f302b54fc640a22b3dd1a52,22-Oct,20221014,Flashloan Manipulate Price,,1
FIL314_exp,0x9f2eb13417190e5139d57821422fc99bced025f24452a8b31f7d68133c9b0a6c,24-Apr,20240412,Insufficient Validation and Price Manipulation,,1
Polynomial_exp,0x9f34ae044cbbf3f1603769dcd90163add48348dde7e1dda41817991935ebfa2f,22-Nov,20221118,No Input Validation,,1
BEGO_exp,0x9f4ef3cc55b016ea6b867807a09f80d1b2e36f6cd6fccfaf0182f46060332c57,22-Oct,20230909,Business Logic Flaw,,1
SQUID_exp,0x9fcf38d0af4dd08f4d60f7658b623e35664e74bca0eaebdb0c3b9a6965d6257b,24-Apr,20240424,Business Logic Flaw,,1
BIGFI_exp,0x9fe19093a62a7037d04617b3ac4fbf5cb2d75d8cb6057e7e1b3c75cbbd5a5adc,23-Mar,20230513,Business Logic Flaw,,1
ValueDefi_exp,0xa00def91954ba9f1a1320ef582420d41ca886d417d996362bf3ac3fe2bfb9006,21-May,20210508,Cross-contract Reentrancy,,1
BonqDAO_exp,0xa02d0c3d16d6ee0e0b6a42c3cc91997c2b40c87d777136dedebe8ee0f47f32b1,23-Feb,20221110,Arbitrary External Call Vulnerability,,1
TGBS_exp,0xa0408770d158af99a10c60474d6433f4c20f3052e54423f4e590321341d4f2a4,24-Mar,20240324,Logic Flaw,,1
BXH_exp,0xa13c8c7a0c97093dba3096c88044273c29cebeee109e23622cd412dcca8f50f4,22-Sep,20220929,Flashloan & Price Oracle Manipulation,,1
NST_exp,0xa1f2377fc6c24d7cd9ca084cafec29e5d5c8442a10aae4e7e304a4fbf548be6d,23-Jun,20230602,Unverified Contract Wrong Approval,,1
OLIFE_exp,0xa21692ffb561767a74a4cbd1b78ad48151d710efab723b1efa5f1e0147caab0a,23-Apr,20230419,Reflection Token,,1
DeFiPlaza_exp,0xa245deda8553c6e4c575baff9b50ef35abf4c8f990f8f36897696f896f240e3a,24-Jul,20240705,Loss of Precision,,1
FloorProtocol_exp,0xa329b27fbe0f7b7f92060a9e5370fdf03d60e5c4835f09d7234e5bbecf417ccf,23-Dec,20231217,Business Logic Flaw,,1
CFC_exp,0xa3c130ed8348919f73cbefce0f22d46fa381c8def93654e391ddc95553240c1e,23-Jun,20230615,Uniswap Skim Token Balance Attack,,1
TeamFinance_exp,0xa3cbbdd2494f6d5452de8edc5c8c32f316abc40140a63769a22e04cd2549963b,22-Oct,20221030,Liquidity Migration Exploit,,0
