contract_name,hash,year_month,匹配日期,匹配攻击类型
ChaingeFinance_exp,0x051276afa96f2a2bd2ac224339793d82f6076f76ffa8d1b9e6febd49a4ec11b2,24-Apr,20240415,Arbitrary External Call
ChaingeFinance_exp,0x21d8b164f0cb8beb1ed27d164ed986c3fc26b33655ce18226b05b9cfcf6cd93c,24-Apr,20240416,Arbitrary External Call
ChaingeFinance_exp,0x407e09faabf7072cd10dc86b7fa3180ccc1701f52f7fdca29464568498c30997,24-Apr,20240417,Arbitrary External Call
ChaingeFinance_exp,0xd348b5fc00b26fc1457b70d02f9cb5e5a66a564cc4eba2136a473866a47dac08,24-Apr,20240418,Arbitrary External Call
HedgeyFinance_exp,0x2606d459a50ca4920722a111745c2eeced1d8a01ff25ee762e22d5d4b1595739,24-Apr,20240419,Logic Flaw
Bitpaidio_exp,0x1ae499ccf292a2ee5e550702b81a4a7f65cd03af2c604e2d401d52786f459ba6,23-May,20240427,Precision Loss
BlueberryProtocol_exp,0xf0464b01d962f714eee9d4392b2494524d0e10ce3eb3723873afd1346b8b06e4,24-Feb,20240427,Precision Loss
GPU_exp,0x2c0ada695a507d7a03f4f308f545c7db4847b2b2c82de79e702d655d8c95dadb,24-May,20240508,Self-transfer
GFOX_exp,0x12fe79f1de8aed0ba947cec4dce5d33368d649903cb45a5d3e915cc459e751fc,24-May,20240510,Lack of Access Control
BUNN_exp,0x24a68d2a4bbb02f398d3601acfd87b09f543d935fc24862c314aaf64c295acdb,23-Jun,20240522,Sandwich Ack
EXcommunity_exp,0x5446bf2b57749abdab01813a50ce36246177f3437599f3a56bc1554f596b2c3a,24-May,20240528,Business Logic Flaw
Dyson_money_exp,0xbac614f4d103939a9611ca35f4ec9451e1e98512d573c822fbff70fafdbbb5a0,24-Jun,20240617,Business Logic Flaw
APEMAGA_exp,0x6beb21b53f5b205c088570333ec875b720e333b49657f7026b01ed72b026851e,24-Jun,20240627,Business Logic Flaw
DeFiPlaza_exp,0xa245deda8553c6e4c575baff9b50ef35abf4c8f990f8f36897696f896f240e3a,24-Jul,20240705,Loss of Precision
GAX_exp,0x368f842e79a10bb163d98353711be58431a7cd06098d6f4b6cbbcd4c77b53108,24-Jul,20240711,Lack of Access Control
DoughFina_exp,0x92cdcc732eebf47200ea56123716e337f6ef7d5ad714a2295794fdc6031ebb2e,24-Jul,20240712,Incorrect Input Validation
Convergence_exp,0x636be30e58acce0629b2bf975b5c3133840cd7d41ffc3b903720c528f01c65d9,24-Aug,20240801,Incorrect Input Validation
MARA_exp,0x0fe3716431f8c2e43217c3ca6d25eed87e14d0fbfa9c9ee8ce4cef2e5ec4583c,24-Sep,20240924,Price Manipulation
FireToken_exp,0xd20b3b31a682322eb0698ecd67a6d8a040ccea653ba429ec73e3584fa176ff2b,24-Oct,20241001,Pair Manipulation with Transfer Function
AIZPTToken_exp,0x5e694707337cca979d18f9e45f40e81d6ca341ed342f1377f563e779a746460d,24-Oct,20241005,Wrong Price Calculation
Erc20transfer_exp,0x7f2540af4a1f7b0172a46f5539ebf943dd5418422e4faa8150d3ae5337e92172,24-Oct,20241022,Access Control
DeltaPrime_exp,0x6a2f989b5493b52ffc078d0a59a3bf9727d134b403aa6e0bf309fd513a728f7f,24-Nov,20241111,Reentrancy
WGPT_exp,0x258e53526e5a48feb1e4beadbf7ee53e07e816681ea297332533371032446bfd,23-Jul,20241115,Business Logic Vulnerability
98Token_exp,0x61da5b502a62d7e9038d73e31ceb3935050430a7f9b7e29b9b3200db3095f91d,25-Jan,20250104,Unprotected public function
